start	21	1980	1	1	0
	84600	18599	172.50	-12.50	100800	   15.00	-2.254e+04	1980	1	1	0
	84575	18744	172.40	-11.90	100800	   15.00	-2.330e+04	1980	1	1	6
	84600	18839	172.50	-11.50	100800	   15.00	-3.497e+04	1980	1	1	12
	84647	18912	172.70	-11.20	100800	   15.00	-2.506e+04	1980	1	1	18
	84720	18912	173.00	-11.20	 99700	   15.43	-2.413e+04	1980	1	2	0
	84767	18815	173.20	-11.60	100800	   15.00	-2.908e+04	1980	1	2	6
	84840	18719	173.50	-12.00	 99000	   20.58	-2.685e+04	1980	1	2	12
	84935	18599	173.90	-12.50	100800	   15.00	-3.271e+04	1980	1	2	18
	85055	18479	174.40	-13.00	 98500	   25.72	-2.877e+04	1980	1	3	0
	85127	18264	174.70	-13.90	100800	   15.00	-3.127e+04	1980	1	3	6
	85200	17999	175.00	-15.00	 97000	   33.44	-2.652e+04	1980	1	3	12
	85272	17711	175.30	-16.20	100800	   15.00	-3.009e+04	1980	1	3	18
	85392	17399	175.80	-17.50	 98700	   23.15	-2.694e+04	1980	1	4	0
	85632	17135	176.80	-18.60	100800	   15.00	-2.794e+04	1980	1	4	6
	85920	16944	178.00	-19.40	 99700	   15.43	-1.603e+04	1980	1	4	12
	86207	16895	179.20	-19.60	100800	   15.00	-2.511e+04	1980	1	4	18
	86399	16895	180.70	-19.60	 99700	   15.43	-2.955e+04	1980	1	5	0
	86399	16751	182.70	-20.20	100800	   15.00	-2.832e+04	1980	1	5	6
	86399	16608	185.00	-20.80	 99700	   15.43	-3.308e+04	1980	1	5	12
	86399	16464	187.20	-21.40	100800	   15.00	-3.455e+04	1980	1	5	18
	86399	16319	189.50	-22.00	 99700	   15.43	-2.971e+04	1980	1	6	0
start	7	1980	1	1	12
	62520	17952	 80.50	-15.20	100800	   15.00	-4.854e+04	1980	1	1	12
	62447	18047	 80.20	-14.80	100800	   15.00	-4.901e+04	1980	1	1	18
	62400	18239	 80.00	-14.00	100000	   14.92	-4.885e+04	1980	1	2	0
	62232	18264	 79.30	-13.90	100800	   15.00	-4.897e+04	1980	1	2	6
	62016	18239	 78.40	-14.00	100800	   15.00	-5.015e+04	1980	1	2	12
	61823	18095	 77.60	-14.60	100800	   15.00	-5.090e+04	1980	1	2	18
	61680	17999	 77.00	-15.00	100800	   15.00	-4.920e+04	1980	1	3	0
start	40	1980	1	2	18
	75984	18024	136.60	-14.90	100000	   12.86	-2.844e+02	1980	1	2	18
	75984	18072	136.60	-14.70	100100	   12.86	-2.942e+02	1980	1	3	0
	76104	17999	137.10	-15.00	 99900	   15.43	-3.727e+02	1980	1	3	6
	76224	17832	137.60	-15.70	100000	   15.43	-2.844e+02	1980	1	3	12
	76344	17688	138.10	-16.30	 99700	   15.43	-1.863e+02	1980	1	3	18
	76440	17568	138.50	-16.80	 99800	   15.43	4.903e+01	1980	1	4	0
	76487	17495	138.70	-17.10	 99700	   10.29	2.059e+02	1980	1	4	6
	76560	17448	139.00	-17.30	 99800	   10.29	1.667e+02	1980	1	4	12
	76632	17399	139.30	-17.50	 99700	   10.29	0.000e+00	1980	1	4	18
	76727	17328	139.70	-17.80	 99700	   10.29	5.884e+01	1980	1	5	0
	76847	17279	140.20	-18.00	 99500	   12.86	1.961e+02	1980	1	5	6
	76992	17231	140.80	-18.20	 99500	   10.29	1.863e+02	1980	1	5	12
